timestamp,size,defect_type,vacancy_atom,defect_atom_symbol,energy_probe,defocus,semiangle_cutoff,Spherical_abberation_CS,astigmastism,astigangle,coma
20240902131243,10x7,single,B,O,60000,0,30,-100000,0,0,1500
